query_uniprot,query_gene,query_complex,bait_uniprot,bait_gene,prey_uniprot,prey_gene,confidence,ipsae,ipsae_confidence,iptm,interface_plddt,contacts_pae_lt_3,contacts_pae_lt_6,analysis_version,alphafold_version,validated,experimental_validation,bait_complex,bait_organism,extraction_timestamp,id,ipsae_pae_cutoff,prey_organism,source_path
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P53041,PPP5C,Low,,,0.46,91.2,0,8,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800397,1500,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,O15182,CETN3,Low,,,0.46,84.5,0,24,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800407,1513,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P49841,GSK3B,Low,,,0.46,83.3,0,5,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800417,1518,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q8IXY8,PPIL6,Low,,,0.44,77.3,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800426,1543,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q9UQ07,MOK,Low,,,0.44,87,0,7,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800436,374,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P40939,HADHA,Low,,,0.43,80.6,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800446,1530,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P49841,GSK3B,Low,,,0.42,79.8,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800456,388,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P46781,RPS9,Low,,,0.42,78.8,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800466,1534,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q9UJT0,TUBE1,Low,,,0.42,70.5,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800476,392,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q8IWG1,DNAI3,Low,0.32311345993718377,Low,0.42,80.74728155339805,0,15,v4,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800486,10501,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3/AF3_PD_analysis_v4.json
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,O75386,TULP3,Low,,,0.42,88,0,4,v3,AF3,True,"{""date"": ""2025-10-30"", ""notes"": ""IFT-A complex validation - skeletal ciliopathy project"", ""method"": ""PD_MS"", ""source"": ""Tina/Carsten"", ""validated"": true, ""source_file"": ""/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/MS_PD_data_Tina_Carsten_IFT43_121_122.xlsx""}",IFT-A,Homo sapiens,2025-10-31T13:15:13.800496,371,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q8WUM4,PDCD6IP,Low,,,0.42,82.5,0,6,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800505,1519,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P07900,HSP90AA1,Low,0.34226309462408877,Low,0.41,85.85283687943263,0,19,v4,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800515,10104,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3/AF3_PD_analysis_v4.json
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P15311,EZR,Low,,,0.41,85.9,0,14,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800525,377,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P53041,PPP5C,Low,,,0.41,89.8,0,4,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800535,369,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q01968,OCRL,Low,,,0.4,82.4,0,26,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800544,386,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P08238,HSP90AB1,Low,0.3455110276214287,Low,0.4,83.89558620689655,0,20,v4,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800555,10498,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3/AF3_PD_analysis_v4.json
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P07900,HSP90AA1,Low,,,0.4,84.3,0,18,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800565,1514,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q96RK4,BBS4,Low,,,0.4,85.5,0,6,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800575,1509,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q8WXX0,DNAH7,Low,,,0.39,82.4,0,12,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800585,385,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P50607,TUB,Low,0.30260051939936694,Low,0.39,82.17412162162162,0,21,v4,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800595,10504,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3/AF3_PD_analysis_v4.json
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,O43255,SIAH2,Low,,,0.39,82.1,0,13,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800604,1523,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P00747,PLG,Low,,,0.38,71.7,0,6,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800614,1549,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P08238,HSP90AB1,Low,,,0.38,84.2,0,20,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800624,382,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q9NVR2,INTS10,Low,,,0.38,80.2,0,14,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800634,1532,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P35222,CTNNB1,Low,,,0.38,87.8,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800643,372,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/NEW_643Candidates/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,A8K855,EFCAB7,Low,,,0.38,73.8,0,8,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800653,1548,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q9UKX2,MYH2,Low,,,0.37,75.2,0,17,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800663,1546,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,O94832,MYO1D,Low,,,0.36,80.4,0,12,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800672,1531,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,O95622,ADCY5,Low,,,0.36,78.5,0,4,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800682,1536,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q01968,OCRL,Low,,,0.34,81.5,0,6,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800692,1526,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P35606,COPB2,Low,,,0.34,80.9,0,6,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800701,1527,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q9Y4I1,MYO5A,Low,,,0.33,82.1,0,11,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800712,1522,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q93009,USP7,Low,,,0.33,80.7,0,12,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800721,1529,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P12883,MYH7,Low,,,0.33,78.1,0,4,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800731,1539,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q6JQN1,ACAD10,Low,,,0.33,74.9,0,11,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800741,1547,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,P26641,EEF1G,Low,,,0.32,82.1,0,3,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800751,1521,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q86TJ2,TADA2B,Low,,,0.31,77,0,10,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800761,1545,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q96FT9,IFT43,IFT-A,Q8NFJ9,BBS1,Q96FT9,IFT43,Low,,,0.3,76,0,27,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800770,1275,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q8NFJ9_BBS1/AF3
Q96FT9,IFT43,IFT-A,Q96FT9,IFT43,Q8WXR4,MYO3B,Low,,,0.3,78.2,0,4,v3,AF3,False,,IFT-A,Homo sapiens,2025-10-31T13:15:13.800780,1538,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96FT9_IFT43/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8N4P2,IFT70B,High,0.708624833101471,High,0.63,83.37616228070175,57,68,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422605,10180,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q8N4P2,IFT70B,Q13099,IFT88,High,0.7190494692700037,High,0.63,83.31985887096775,49,75,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422635,10394,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q8N4P2_IFT70_isoform_TTC30B/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q86WT1,IFT70A,Q13099,IFT88,High,0.6646242783014439,Medium,0.59,82.30286363636363,35,58,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422648,10273,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q86WT1_IFT70_isoform_TTC30A/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q86WT1,IFT70A,High,0.6671884725184123,Medium,0.59,81.59972162740901,33,65,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422659,10181,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,P50750,CDK9,Medium,0.4260910963316617,Low,0.69,87.649625,0,8,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422669,10184,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,O95922,TTLL1,Medium,0.3200543992651828,Low,0.63,85.33385542168675,0,10,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422680,10189,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,P63104,YWHAZ,Medium,,,0.63,84.3,0,4,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422690,1038,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P27348,YWHAQ,Medium,,,0.62,85.9,0,4,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422700,1036,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8NEG2,C7orf57,Low,0.40838782860132405,Low,0.37,83.05588235294117,12,15,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422709,10186,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9Y366,IFT52,Low,0.41945688974520756,Low,0.53,77.80911111111111,8,164,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422719,10185,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8NFH5,NUP35,Low,0.44999698515298764,Low,0.37,84.26940677966101,6,30,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422729,10183,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q9Y366,IFT52,Q13099,IFT88,Low,0.4245559878627424,Low,0.53,78.73360240963855,1,124,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422739,10784,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q9Y366_IFT52/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9UJT0,TUBE1,Low,,,0.59,76.6,0,12,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422749,1063,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P19784,CSNK2A2,Low,,,0.57,81.4,0,5,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422759,1046,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q92845,KIFAP3,Low,0.4632767932150117,Low,0.55,86.23749999999998,0,12,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422768,10182,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9UQ07,MOK,Low,,,0.49,77.8,0,6,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422778,1058,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q15831,STK11,Low,,,0.49,77.2,0,6,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422788,1060,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9UIF8,BAZ2B,Low,0.3245123646954431,Low,0.46,80.24635135135136,0,5,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422798,10188,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,P14625,HSP90B1,Low,,,0.46,77.9,0,8,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422808,1057,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P53621,COPA,Low,0.35188632002408404,Low,0.44,80.32117283950618,0,18,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422818,10187,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3/AF3_PD_analysis_v4.json
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8NFG4,FLCN,Low,,,0.41,77.1,0,12,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422828,1061,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,O75161,NPHP4,Low,,,0.41,80.2,0,9,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422837,1049,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P34931,HSPA1L,Low,,,0.4,77.9,0,26,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422847,1056,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q93052,LPP,Low,,,0.39,77.5,0,12,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422857,1059,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9ULD6,INTU,Low,,,0.38,70.4,0,3,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422866,1070,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9UHB6,LIMA1,Low,,,0.38,74.2,0,35,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422876,1067,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q7Z3B4,NUP54,Low,,,0.38,78.8,0,4,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422886,1054,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P11142,HSPA8,Low,,,0.38,78.3,0,18,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422896,1055,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8WW14,SPMIP5,Low,,,0.37,79.5,0,16,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422906,1051,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q49MG5,MAP9,Low,,,0.37,79.5,0,7,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422916,1050,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q6IE81,JADE1,Low,,,0.37,73.1,0,14,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422925,1068,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,A8K7I4,CLCA1,Low,,,0.36,75,0,3,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422935,1066,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,O95467,GNAS,Low,,,0.36,79.1,0,34,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422945,1052,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q8NA54,IQUB,Low,,,0.36,81.5,0,16,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422954,1045,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q6ZTQ4,CDHR3,Low,,,0.34,87.7,0,6,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422964,1043,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P35998,PSMC2,Low,,,0.34,73.1,0,11,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422975,1069,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,P59282,TPPP2,Low,,,0.33,75.4,0,25,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422985,1065,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9NZL4,HSPBP1,Low,,,0.32,76.1,0,9,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.422995,1064,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q9UG01,IFT172,Low,,,0.31,79,0,21,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.423004,1053,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,Q13099,IFT88,Q96M11,HYLS1,Low,,,0.3,76.8,0,7,v3,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:15.423014,1062,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q13099_IFT88/AF3
Q13099,IFT88,IFT-B1,AF2_Q13099,Q13099,AF2_Q8IWZ6,Q8IWZ6,,,,0.779,,0,0,v3,AF2,False,,IFT-B1,Unknown,2025-10-31T13:15:15.423023,8641,10,Unknown,/emcc/au14762/AF
Q13099,IFT88,IFT-B1,AF2_Q13099,Q13099,AF2_Q9H0F7,Q9H0F7,,,,0.773,,0,0,v3,AF2,False,,IFT-B1,Unknown,2025-10-31T13:15:15.423034,8652,10,Unknown,/emcc/au14762/AF
Q8WYA0,IFT81,IFT-B1,Q96LB3,IFT74,Q8WYA0,IFT81,High,0.38329782235152277,Low,0.32,81.35460237258349,168,682,v4,AF3,False,,IFT-B1,Homo sapiens,2025-10-31T13:15:17.042291,10505,10,Homo sapiens,/emcc/au14762/elo_lab/AlphaPulldown/AF3_APD/Q96LB3_IFT74/AF3/AF3_PD_analysis_v4.json
